grupo,area,areacod,num,profes,est,salario,especie,lineas,jovinpre,artb,ponnal,ponint,otros,matripos,joinvcol,proyext,mov,centrosex,arta,caplibr,libr,patentes,gmaesdoc,inves,sumah,hmax,numproy,invesjun,gmaes,codi
Coloides,CIENCIAS,1,81,1.098612309,1.004301667,6.201600552,0.693147182,1.609437943,0.693147182,0,0,1.098612309,0,1.004301667,0,6.036420822,0.693147182,0,2.066374779,0,0,0.693147182,0,0.91629076,1.945910096,1.945910096,1.098612309,0.693147182,0,3.430424929
GEA,SOCIALES,4,82,1.366091609,0,6.567192078,0.693147182,1.609437943,0.693147182,2.248443365,2.708050251,0,1.098612309,0,0,2.494221687,1.386294365,0,1.341481209,0,0,0,0,0.559615791,0.693147182,0.693147182,0,0,0,3.144350529
GECEM,SOCIALES,4,83,2.180417538,1.822935104,7.516105175,3.65841198,2.079441547,0.693147182,2.380313635,2.564949274,1.945910096,1.098612309,1.822935104,0,4.981707573,1.945910096,0,1.617624283,1.098612309,0.693147182,0,1.252762914,1.252762914,1.098612309,0.693147182,1.386294365,1.098612309,1.791759491,3.873068094
GEA,INGENIERIA,2,84,1.633154392,0,6.485613346,0.693147182,2.397895336,0,1.809641361,2.708050251,0,0,0,0,0,0,0,1.568962574,0,1.098612309,0,0.693147182,0.693147182,1.609437943,1.098612309,0,1.098612309,1.098612309,0
EntomologiaM,SALUD,3,85,0.693147182,0.548121393,5.457121849,4.443446636,1.945910096,0.693147182,1.809641361,0,0,1.098612309,0.548121393,0,5.731106758,0.693147182,0,0.703914642,0,0,0,0.405465096,0.405465096,0,0,0,0.693147182,0.693147182,3.844851732
Entomologia ,CIENCIAS,1,86,0.693147182,0.548121393,5.978709221,1.123787522,1.945910096,0.693147182,2.380313635,0,0,0,0.548121393,0,0,0,0,2.184106588,0,0,0,0,0.693147182,2.397895336,2.397895336,1.098612309,0,0,1.173455119
GEMCA,SALUD,3,87,1.811562061,1.316408277,5.25412178,1.543608427,2.079441547,0.693147182,0,0,0,0,1.316408277,1.098612309,3.533461809,0,0,0.703914642,0,0,0,0.405465096,0.810930192,0,0,0.693147182,0.693147182,0.693147182,3.744762659
Solido,CIENCIAS,1,88,2.373043537,0.900161326,8.073297501,0.693147182,1.386294365,0.693147182,2.838749647,1.945910096,1.098612309,1.791759491,0.900161326,0,0,1.098612309,0,3.402050972,1.609437943,0,0,0.91629076,1.749199867,4.189654827,2.639057398,0.693147182,1.098612309,0.693147182,4.141821861
GEIB,SALUD,3,89,1.896119475,0.548121393,6.79628706,3.37810421,1.945910096,0,0,0,0,0,0.548121393,0,4.405827999,0,0,1.840999722,0,0,0,0,0.405465096,1.386294365,1.386294365,0.693147182,0.693147182,0,0
GEB,CIENCIAS,1,90,1.435084581,0.693147182,6.505866051,2.610047579,1.609437943,1.098612309,0,0,0,0,0.693147182,0,1.282822251,1.098612309,0,0.703914642,0,1.098612309,0,0,1.011600971,1.098612309,1.098612309,1.386294365,1.098612309,0,3.870955944
GELCIL,SOCIALES,4,91,1.495148778,0.548121393,6.857914448,4.150465488,1.945910096,1.098612309,2.797552586,1.609437943,0,1.791759491,0.548121393,0,3.206534624,1.098612309,0,0.454486459,1.098612309,1.386294365,0,0.693147182,0.559615791,0,0,1.098612309,0,1.098612309,4.169092178
GET,SOCIALES,4,92,2.215937376,0,6.980082035,4.840116978,1.945910096,1.386294365,2.07083869,1.098612309,1.609437943,0,0,0,7.361653805,1.386294365,0,0,1.098612309,0.693147182,0,1.609437943,1.252762914,0,0,1.609437943,1.791759491,1.945910096,5.480898857
GELR,SOCIALES,4,93,2.371177912,1.609437943,7.637836933,0.693147182,1.609437943,0.693147182,2.875808716,0,1.609437943,1.098612309,1.609437943,0,4.630654335,1.609437943,0,0,2.197224617,0,0,0,1.321755886,0,0,1.098612309,1.609437943,0,4.486052513
GER,SOCIALES,4,94,2.430978298,0.548121393,7.385284901,2.350650549,1.609437943,1.098612309,2.380313635,1.098612309,0,1.386294365,0.548121393,0.693147182,3.562281609,1.945910096,0,0.948661625,0,0,0,0.405465096,0.405465096,0.693147182,0.693147182,1.098612309,0.693147182,0.693147182,3.996391296
GFIF,CIENCIAS,1,95,2.079441547,1.004301667,7.906007767,4.262718201,2.197224617,1.386294365,2.07083869,0,0,0,1.004301667,0,0,1.609437943,0,2.96372509,0,0,0,1.945910096,1.558144569,3.737669706,2.564949274,1.945910096,1.609437943,1.609437943,4.724365234
GFAM,CIENCIAS,1,96,1.609437943,1.495148778,6.916464806,0.693147182,1.945910096,1.098612309,2.380313635,1.098612309,0,1.386294365,1.495148778,0,4.546274662,1.098612309,0,2.857450962,0,0,0,1.252762914,1.178655028,2.77258873,2.079441547,1.609437943,0.693147182,1.386294365,4.899576664
Nuclear,CIENCIAS,1,97,1.098612309,0,6.609704018,0.693147182,1.386294365,1.098612309,1.809641361,0,0,0,0,0,0,0.693147182,0,0,0,0,0,0,0.693147182,1.386294365,1.386294365,1.098612309,1.098612309,0,3.215465069
FACOM,CIENCIAS,1,98,1.69744873,1.160020947,7.169837475,0.693147182,2.197224617,1.386294365,2.07083869,1.609437943,0,0.693147182,1.160020947,0,5.1476264,1.098612309,0,2.483749628,0,0,0,0.405465096,1.321755886,2.995732307,2.397895336,1.791759491,1.098612309,0.693147182,4.530449867
Gastro,SALUD,3,99,2.209372759,1.998773694,7.521254063,1.882687926,1.791759491,1.098612309,2.875808716,0,0,0.693147182,1.998773694,1.386294365,5.603988647,0.693147182,0,1.941466093,0,0,0,0.405465096,1.252762914,2.77258873,2.079441547,1.098612309,1.386294365,0.693147182,4.314054489
Ictiologia,CIENCIAS,1,100,1.098612309,1.098612309,6.356201649,3.207868338,1.386294365,1.098612309,2.875808716,0,0,1.098612309,1.098612309,0,7.51293087,0,0,1.833161354,1.098612309,0,0,0.405465096,1.252762914,1.098612309,0.693147182,1.609437943,1.098612309,0.693147182,4.301313877
GIGA,INGENIERIA,2,101,3.113515377,0.693147182,8.216197014,4.931866169,2.833213329,1.386294365,2.994291306,2.564949274,3.218875885,1.609437943,0.693147182,0,9.121619225,2.397895336,1.098612309,3.103839874,1.945910096,0,0,1.252762914,1.704748034,3.044522524,2.079441547,1.945910096,2.079441547,0.693147182,4.28499651
GICIC,CIENCIAS,1,102,2.045108795,1.894616842,7.801782131,5.751159191,1.791759491,1.386294365,3.040911198,0,0,1.386294365,1.894616842,1.098612309,8.127289772,1.609437943,0,2.989152193,0,0,0,1.704748034,2.014903069,3.737669706,2.397895336,2.77258873,1.386294365,1.791759491,5.646151066
Pediaciencias,SALUD,3,103,3.008154869,2.933324814,8.358460426,0.693147182,2.397895336,1.386294365,2.698871136,1.098612309,0,2.302585125,2.933324814,0,6.859536648,1.791759491,0,3.012776613,0,0,0,1.098612309,1.098612309,2.197224617,1.098612309,1.791759491,1.609437943,1.609437943,4.887934685
Oseointegracion,SALUD,3,104,1.731655598,0,6.454909801,0.693147182,1.945910096,1.386294365,1.355015397,0,0,0,0,0,4.002708435,0.693147182,0,2.711031199,0,0,0,0,0.693147182,2.708050251,2.564949274,1.609437943,0,0,4.042242527
GICS,SALUD,3,105,2.22893858,0.548121393,7.198317051,1.703285217,1.098612309,0.693147182,2.07083869,0,2.564949274,1.945910096,0.548121393,0,5.014369011,0.693147182,0,0,0,1.098612309,0,0.91629076,1.252762914,0,0,1.386294365,1.791759491,1.386294365,3.642567873
EDUSALUD,SALUD,3,106,2.400618792,0,7.671415329,0.986666918,1.386294365,0.693147182,2.248443365,0,1.609437943,2.079441547,0,0,3.593034983,1.609437943,0,1.597276568,1.609437943,0,0,0.405465096,0.91629076,1.098612309,0.693147182,1.098612309,1.386294365,0.693147182,3.374258041
Asaludables,SALUD,3,107,1.629240513,0,6.592607498,2.626782656,1.945910096,0,0,1.098612309,0,0.693147182,0,0,5.605191708,1.098612309,0,0.99124819,0,0,0,1.252762914,0.810930192,0.693147182,0.693147182,0,0.693147182,1.386294365,0
Sensorial,SALUD,3,108,0.871293366,0.548121393,5.471081734,4.007469654,1.791759491,1.098612309,0,1.098612309,0,0,0.548121393,0,5.131826878,0,0,0.454486459,0,0,0,0,0.559615791,0.693147182,0.693147182,1.609437943,0,0,3.556541681
GIBIC,INGENIERIA,2,109,2.232162714,1.682688355,6.853029251,3.071352005,1.791759491,1.386294365,2.248443365,2.397895336,2.564949274,0,1.682688355,0,7.420651913,1.386294365,0,0.69658488,0,0,0.693147182,0.693147182,1.178655028,0,0,1.609437943,1.386294365,1.098612309,5.176585674
BIOMAT,INGENIERIA,2,110,1.974081039,1.241268635,6.928291798,2.043746471,1.945910096,1.386294365,2.380313635,2.197224617,1.609437943,0,1.241268635,0,4.171063423,1.386294365,0,1.773357034,0,0,0.693147182,0.405465096,1.098612309,2.079441547,1.791759491,2.397895336,1.609437943,0.693147182,5.158141613
GRICA,SALUD,3,111,3.097385883,2.791165113,8.51645565,1.178451538,2.197224617,1.386294365,2.751324892,1.609437943,1.945910096,1.098612309,2.791165113,0,7.407899857,1.791759491,0,3.13265419,1.609437943,0,0,1.609437943,1.609437943,2.708050251,1.791759491,1.945910096,1.609437943,1.609437943,5.437687874
PHYSIS,SALUD,3,112,1.894616842,0,7.477963924,0.693147182,2.079441547,0.693147182,2.07083869,0,0,0.693147182,0,0,4.890054703,0.693147182,0,2.274119854,0,0,0,0,1.321755886,2.302585125,2.079441547,0.693147182,1.609437943,0,3.120145082
Genero,SOCIALES,4,113,1.593308568,0.693147182,6.438621044,0.693147182,1.386294365,0,2.07083869,0,0,0,0.693147182,0,0,0.693147182,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural,SOCIALES,4,114,1.160020947,0.900161326,5.896912098,2.75545001,1.609437943,0.693147182,0,0,0,0,0.900161326,0,3.869564295,0,0,0,0,1.386294365,0,0.91629076,0,0,0,0,0,1.386294365,4.143922806
GESTOR,SOCIALES,4,115,2.324346542,0,7.027504444,3.964286804,1.609437943,1.098612309,2.380313635,2.708050251,1.945910096,1.386294365,0,0,5.630504131,1.386294365,0,0.454486459,1.098612309,0.693147182,0,0.405465096,0.693147182,0,0,1.098612309,1.098612309,0.693147182,2.864377737
GAIA,CIENCIAS,1,116,2.253394842,1.822935104,7.315603256,4.456913948,2.197224617,1.386294365,2.940092325,0,1.609437943,1.098612309,1.822935104,0.693147182,8.54493618,1.386294365,0,2.441693544,1.098612309,0,0,1.609437943,1.609437943,1.609437943,1.386294365,2.639057398,1.386294365,1.098612309,4.391216755
GIHS,SOCIALES,4,117,2.125847816,0.900161326,7.569037914,1.99159193,1.945910096,1.098612309,2.568000793,0,0,1.609437943,0.900161326,0,5.219390392,1.791759491,0,0.69658488,1.945910096,1.098612309,0,0.405465096,1.446918964,0,0,2.302585125,1.791759491,0.693147182,4.626590252
GIICS,SOCIALES,4,118,2.848391771,0.548121393,7.9375453,5.225121498,1.791759491,1.386294365,2.968271971,2.397895336,3.218875885,2.708050251,0.548121393,0,4.999524117,2.079441547,0,1.677439809,0,0.693147182,0,1.098612309,0.693147182,0.693147182,0.693147182,2.639057398,1.098612309,1.098612309,4.766049385
GIIS,SOCIALES,4,119,1.743968844,0,6.815834522,0.693147182,1.945910096,1.098612309,2.380313635,1.945910096,1.609437943,1.098612309,0,0,3.832902908,0.693147182,0,0.454486459,0,0,0,0.405465096,1.011600971,0,0,1.945910096,1.098612309,0.693147182,3.941005707
GRINMADE,SALUD,3,120,1.809926748,0.548121393,6.293194294,1.226576805,1.386294365,0.693147182,0,0,0,0,0.548121393,0,3.726504564,0,0,2.01417613,0,0,0,0,0.559615791,1.098612309,1.098612309,1.098612309,0,0,4.280622959
GIMV,SALUD,3,121,1.163150787,0.693147182,5.634954453,5.202674866,1.945910096,1.098612309,1.809641361,0,0,0,0.693147182,0,5.788599014,0,0,2.381268978,0,0,0,0.91629076,0.810930192,1.098612309,1.098612309,1.945910096,0.693147182,1.386294365,4.723572731
GIONORTO,SALUD,3,122,2.309560776,0,6.184671402,1.590044737,1.386294365,1.098612309,0,0,0,0.693147182,0,0,1.594908953,1.386294365,0,0,0,1.098612309,0,0,0,0,0,2.197224617,0,0,4.78234148
POPCAD,SALUD,3,123,2.169053793,0.900161326,7.385099411,3.066742182,1.791759491,1.386294365,2.940092325,1.945910096,0,1.609437943,0.900161326,0,2.994386435,1.386294365,0,1.355015397,0,0,0,0,1.704748034,3.178053856,1.945910096,2.397895336,0.693147182,0,5.407232761
GIPC,SOCIALES,4,124,1.731655598,1.809926748,6.909070969,0.693147182,1.609437943,0.693147182,2.380313635,1.945910096,1.098612309,0.693147182,1.809926748,0,0,0,0,1.773357034,0,0,0,0.405465096,1.178655028,0,0,0,1.386294365,0.693147182,3.858751535
GIPSI,SALUD,3,125,2.148267746,1.366091609,7.306252003,4.953093052,1.945910096,0.693147182,2.940092325,1.098612309,0,1.098612309,1.366091609,0,6.909565926,0,0.693147182,2.697958946,0,0,0,0,1.178655028,2.890371799,2.197224617,1.386294365,0.693147182,0,0
SEMSA,SOCIALES,4,126,0.693147182,0,5.682126522,3.63455224,1.609437943,0.693147182,2.07083869,0,1.098612309,0,0,0,4.039329052,1.098612309,0,0,0,1.098612309,0,0,0.405465096,0.693147182,0.693147182,0.693147182,0.693147182,0,0
GISB,CIENCIAS,1,127,1.609437943,1.004301667,6.54964447,4.411005974,2.197224617,1.386294365,1.809641361,0,1.609437943,0,1.004301667,1.791759491,7.678426266,0,0,2.337660789,0,0,0,0.91629076,1.386294365,1.609437943,1.609437943,2.197224617,1.098612309,1.386294365,5.575043678
GITA,INGENIERIA,2,128,1.934415817,2.209372759,6.836280823,2.48755455,1.945910096,1.386294365,2.07083869,1.609437943,2.397895336,0.693147182,2.209372759,0,5.03267765,0,0,1.025284886,1.098612309,0,0,1.098612309,1.178655028,0,0,1.609437943,1.386294365,1.609437943,4.628164768
GITT,SOCIALES,4,129,1.463255405,1.682688355,6.800157547,0.693147182,1.791759491,0,1.355015397,0,0,1.098612309,1.682688355,0,0,0.693147182,0,0,0,0,0,0,0.91629076,0.693147182,0.693147182,0,1.386294365,0,0
TNT,SOCIALES,4,130,1.633154392,0.548121393,6.95607233,0.693147182,1.386294365,1.098612309,2.483749628,0,1.945910096,0.693147182,0.548121393,0,3.08915019,0,0,0,0,0,0,0.693147182,0.693147182,0,0,1.386294365,1.098612309,1.098612309,4.29820776
Traductologia,SOCIALES,4,131,1.241268635,0,6.377820015,3.356464624,1.386294365,1.098612309,0,0,2.197224617,0,0,0,3.381034851,0.693147182,0,0,1.609437943,0.693147182,0,1.098612309,1.098612309,0,0,0.693147182,1.609437943,1.609437943,3.476990223
Trombosis,SALUD,3,132,2.060513496,0,6.988994598,3.984633207,0.693147182,0,2.07083869,0,0,1.791759491,0,0,3.825772762,0,0,2.881422997,0,0,0,0.693147182,1.178655028,3.258096457,3.218875885,0.693147182,0.693147182,1.098612309,0
GIVU,SALUD,3,133,1.830980182,0,7.718033314,2.272808552,1.098612309,0.693147182,2.638545036,0,1.098612309,0,0,0,3.35842371,1.098612309,0,1.818130612,0,0,0,0,1.252762914,2.397895336,1.791759491,0.693147182,0,0,3.791293621
GIEBSCUERPO,SOCIALES,4,134,1.435084581,0,5.822486401,3.411562443,1.386294365,0,1.355015397,0,0,0.693147182,0,0,0,0,0,0,0,0,0,0,0.693147182,0,0,0.693147182,1.098612309,0,0
MASO,SOCIALES,4,135,2.247072458,0,7.633223057,3.308047056,1.945910096,1.609437943,2.968271971,2.197224617,2.833213329,2.079441547,0,0,6.523087978,1.386294365,0,2.170526505,3.218875885,1.098612309,0,0.91629076,1.945910096,2.197224617,1.945910096,2.397895336,1.945910096,0.693147182,5.922129154
GICV,SOCIALES,4,136,1.495148778,0,6.879551411,4.573554516,1.609437943,1.098612309,2.07083869,2.708050251,0,1.098612309,0,0,3.439830303,0.693147182,0,0,1.098612309,0.693147182,0,0.405465096,1.252762914,0,0,1.098612309,1.098612309,0.693147182,3.4933424
FORMAPH,SOCIALES,4,137,1.435084581,0.693147182,6.392146587,0.693147182,1.945910096,0.693147182,2.483749628,1.945910096,0,1.609437943,0.693147182,0,0,0,0,1.355015397,1.945910096,0.693147182,0,1.252762914,0.91629076,0,0,0.693147182,1.386294365,1.386294365,3.035692692
GIDSO,SALUD,3,138,1.682688355,0.693147182,6.382316113,1.514998317,1.945910096,0.693147182,2.07083869,0,0,0,0.693147182,0.693147182,5.929179192,1.098612309,0,0.891346335,1.609437943,0,0,0.405465096,0.810930192,0,0,1.098612309,0.693147182,0.693147182,3.117041349
Patrimonio,SOCIALES,4,139,1.220829964,0,6.532142639,0.693147182,1.609437943,0,2.483749628,0,0,1.098612309,0,0,0,0,0,0,1.098612309,0,0,0,0.810930192,0,0,0,0.693147182,0,0
GICCO,SOCIALES,4,140,2.59001708,0,7.505835533,3.65933013,2.484906673,0.693147182,2.797552586,2.833213329,2.944438934,1.098612309,0,0,0,1.386294365,0,0,1.945910096,0.693147182,0,0.405465096,0.405465096,0,0,0,0.693147182,0.693147182,3.476899624
Lingustica,SOCIALES,4,141,1.962907672,1.69744873,6.902318001,1.966389775,0.693147182,0.693147182,2.380313635,0,0,1.386294365,1.69744873,0,5.55168438,1.386294365,0,0.69658488,0,0,0,0.405465096,0.693147182,0,0,0.693147182,1.098612309,0.693147182,3.176101685
Macro,SOCIALES,4,142,1.884034753,0,7.384243011,3.566354513,1.791759491,1.098612309,2.638545036,0,0,0.693147182,0,0.693147182,4.168870926,0.693147182,0,0.948661625,1.609437943,0,0,0,1.178655028,0,0,0,1.386294365,0,4.548462391
Magnetismo,CIENCIAS,1,143,1.316408277,0.693147182,6.957244396,2.655894756,0.693147182,0,2.638545036,0,0,0,0.693147182,0,0,0,0,2.831227064,0,0,0,0,1.178655028,2.079441547,1.609437943,0,0.693147182,0,3.961791515
GIMEL,INGENIERIA,2,144,2.444084644,2.524928331,7.83840704,6.834061146,1.945910096,1.098612309,2.838749647,3.044522524,3.555348158,2.079441547,2.524928331,0,6.820169926,0,0.693147182,3.441809654,1.945910096,1.609437943,0,1.252762914,1.909542561,3.401197433,2.397895336,1.791759491,1.945910096,1.791759491,3.840273857
Condensada,CIENCIAS,1,145,1.609437943,1.386294365,7.584548473,1.995083809,1.791759491,1.386294365,2.568000793,0,0,0,1.386294365,0,5.342865467,0.693147182,0,3.509664536,0,0,0,0.405465096,1.252762914,2.302585125,2.302585125,1.609437943,0.693147182,0.693147182,4.458976746
Neurociencias,SALUD,3,146,1.865629315,1.778336406,7.809978962,4.648753166,1.609437943,1.386294365,2.797552586,0,0,1.386294365,1.778336406,2.397895336,9.235676765,0,0,3.325357437,0,0,0,1.386294365,1.909542561,4.317488194,3.295836926,3.258096457,0,1.609437943,5.318032742
GNTA,SALUD,3,147,1.719188809,1.536867261,7.13189888,3.816408873,2.079441547,1.386294365,2.380313635,0,1.098612309,0,1.536867261,1.098612309,6.472438335,1.098612309,0,2.081528664,0,0,0,0.405465096,0.91629076,2.079441547,1.386294365,1.945910096,0.693147182,0.693147182,4.193986893
Optica,CIENCIAS,1,148,1.791759491,1.004301667,7.362640381,0.693147182,1.791759491,1.386294365,2.248443365,0,1.945910096,0,1.004301667,0,0,1.791759491,0,2.940092325,0,0,0,0.91629076,1.446918964,3.401197433,2.484906673,1.609437943,1.386294365,0.693147182,4.862550735
Parasitologa,SALUD,3,149,1.972691178,1.241268635,7.013853073,4.401219845,1.609437943,1.386294365,1.355015397,0,0,1.386294365,1.241268635,0,6.828807831,0,0,2.07083869,0,0,0,0,0.91629076,2.302585125,1.791759491,1.791759491,1.386294365,0,4.626614571
Quimica-Fisica,CIENCIAS,1,150,1.609437943,0,6.672718525,0.693147182,1.098612309,1.386294365,2.483749628,0,0,0,0,0,3.467160463,0.693147182,0,2.846020937,0,0,0,0.405465096,0.91629076,3.135494232,2.302585125,1.945910096,1.386294365,0.693147182,4.473125935
GRUA,SALUD,3,151,1.432700753,0,7.041862488,1.529262304,1.945910096,0.693147182,3.22991395,1.945910096,0,0,0,0,3.652511835,0.693147182,0,2.335963488,0,0,0,0,1.098612309,1.098612309,1.098612309,0.693147182,1.098612309,0,3.157054424
GTHA,SOCIALES,4,152,2.076938391,1.495148778,7.476816177,0.693147182,1.791759491,1.386294365,0,0,0,1.098612309,1.495148778,0,1.917805791,0,0,0,1.098612309,1.791759491,0,1.252762914,0.693147182,0,0,1.386294365,1.098612309,1.386294365,4.917407513
DIDES,SOCIALES,4,153,2.135349274,0,7.901827335,5.206758022,1.386294365,0.693147182,3.081653833,2.833213329,2.197224617,1.386294365,0,0,0,0,0,0.703914642,2.197224617,0,0,1.098612309,1.609437943,0,0,1.386294365,2.197224617,0,4.464338779
GEO,SOCIALES,4,154,0.900161326,0,6.163048267,0.693147182,2.197224617,0,1.809641361,0,0,0,0,0,0,1.098612309,0,0.454486459,0,1.098612309,0,0,0,0.693147182,0.693147182,0,0,0,0
Herpetologico,CIENCIAS,1,155,1.386294365,0,7.002589703,3.800376654,2.079441547,1.386294365,2.07083869,0,0,0,0,0.693147182,5.278949738,0,0,1.212908864,0,0.693147182,0,0,1.386294365,2.77258873,1.945910096,1.609437943,0,0,4.499410152
GHS,SOCIALES,4,156,1.894616842,0.693147182,6.827986717,0.693147182,2.079441547,0,2.698871136,2.708050251,0,1.098612309,0.693147182,0,4.271959782,1.386294365,0,1.221768022,0,1.386294365,0,0,1.098612309,0,0,1.098612309,1.609437943,0,0
Tejidos,SALUD,3,157,1.401183009,0.900161326,6.633377552,0.693147182,2.079441547,0.693147182,2.568000793,0,0,1.386294365,0.900161326,0,1.907903194,1.098612309,0,1.419005036,0,0,0,0,0.810930192,1.386294365,1.386294365,0.693147182,0.693147182,0,5.401632786
GIEM,CIENCIAS,1,158,1.791759491,1.495148778,7.227465153,5.115875244,2.639057398,1.386294365,2.248443365,0,0,0.693147182,1.495148778,0.693147182,6.864178658,0.693147182,0,2.430438757,0,0,0,1.504077435,1.609437943,2.197224617,1.609437943,2.397895336,1.386294365,1.791759491,5.191566467
Malaria,SALUD,3,159,1.822935104,2.125847816,6.836749554,4.592541218,1.609437943,1.386294365,2.638545036,0,0,0,2.125847816,1.791759491,8.897549629,0,0,2.9356215,0,0,1.098612309,0.693147182,1.504077435,2.708050251,2.079441547,2.079441547,1.386294365,0,5.079253197
Neuropsicologia,SOCIALES,4,160,0.900161326,1.098612309,6.504086018,0.693147182,1.609437943,0,2.380313635,0,0,0.693147182,1.098612309,0.693147182,0,1.098612309,0,2.94197464,1.098612309,0,0,0.693147182,1.609437943,1.098612309,1.098612309,0,0.693147182,0,0
